Profit Ratio	Category	City	Country	Customer ID	Customer Name	Discount	레코드 수	Order Date	Order ID	Postal Code	Product ID	Manufacturer	Product Name	Profit	Quantity	Region	Row ID	Sales	Segment	Ship Date	Ship Mode	State	Sub-Category
19%	Technology	San Francisco	United States	DB-13120	David Bremer	0	1	2017. 9. 3.	CA-2017-130204	94122	TEC-AC-10003038	Kingston	Kingston Digital DataTraveler 16GB USB 2.0	$3	2	West	1739	$18	Corporate	2017. 9. 9.	Standard Class	California	Accessories
36%	Technology	San Francisco	United States	DB-13120	David Bremer	0	1	2017. 9. 3.	CA-2017-130204	94122	TEC-AC-10003590	Other	TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem	$47	5	West	1740	$129	Corporate	2017. 9. 9.	Standard Class	California	Accessories
46%	Office Supplies	San Diego	United States	ED-13885	Emily Ducich	0	1	2016. 8. 9.	CA-2016-110527	92037	OFF-LA-10000262	Avery	Avery 494	$10	8	West	1741	$21	Home Office	2016. 8. 16.	Standard Class	California	Labels
35%	Office Supplies	Philadelphia	United States	MC-18100	Mick Crebagga	0.2	1	2019. 10. 30.	CA-2019-152807	19140	OFF-PA-10004355	Xerox	Xerox 231	$7	4	East	1742	$21	Consumer	2019. 11. 3.	Standard Class	Pennsylvania	Paper
14%	Furniture	Philadelphia	United States	MC-18100	Mick Crebagga	0.2	1	2019. 10. 30.	CA-2019-152807	19140	FUR-FU-10004415	Other	Stacking Tray, Side-Loading, Legal, Smoke	$1	2	East	1743	$7	Consumer	2019. 11. 3.	Standard Class	Pennsylvania	Furnishings
-23%	Office Supplies	Philadelphia	United States	MC-18100	Mick Crebagga	0.2	1	2019. 10. 30.	CA-2019-152807	19140	OFF-ST-10002486	Eldon	Eldon Shelf Savers Cubes and Bins	-$3	2	East	1744	$11	Consumer	2019. 11. 3.	Standard Class	Pennsylvania	Storage
-13%	Technology	Philadelphia	United States	MC-18100	Mick Crebagga	0.2	1	2019. 10. 30.	CA-2019-152807	19140	TEC-AC-10001142	First Data	First Data FD10 PIN Pad	-$55	7	East	1745	$442	Consumer	2019. 11. 3.	Standard Class	Pennsylvania	Accessories
37%	Office Supplies	Rochester	United States	BM-11785	Bryan Mills	0	1	2016. 6. 6.	CA-2016-133270	14609	OFF-AR-10002656	Sanford	Sanford Liquid Accent Highlighters	$5	2	East	1746	$13	Consumer	2016. 6. 9.	First Class	New York	Art
-73%	Office Supplies	Jacksonville	United States	EM-14065	Erin Mull	0.7	1	2018. 8. 13.	CA-2018-155670	28540	OFF-BI-10000138	Acco	Acco Translucent Poly Ring Binders	-$8	8	South	1747	$11	Consumer	2018. 8. 17.	Second Class	North Carolina	Binders
31%	Office Supplies	Jacksonville	United States	EM-14065	Erin Mull	0.2	1	2018. 8. 13.	CA-2018-155670	28540	OFF-PA-10004947	Easy-staple paper	Easy-staple paper	$3	3	South	1748	$10	Consumer	2018. 8. 17.	Second Class	North Carolina	Paper
35%	Office Supplies	Houston	United States	DA-13450	Dianna Arnett	0.2	1	2016. 4. 25.	US-2016-157406	77095	OFF-PA-10003543	Xerox	Xerox 1985	$4	2	Central	1749	$10	Home Office	2016. 4. 29.	Standard Class	Texas	Paper
9%	Office Supplies	Houston	United States	DA-13450	Dianna Arnett	0.2	1	2016. 4. 25.	US-2016-157406	77095	OFF-AR-10002221	Other	12 Colored Short Pencils	$1	3	Central	1750	$6	Home Office	2016. 4. 29.	Standard Class	Texas	Art
-16%	Furniture	San Antonio	United States	MO-17800	Meg O'Connel	0.3	1	2017. 11. 22.	CA-2017-139094	78207	FUR-TA-10004607	Hon	Hon 2111 Invitation Series Straight Table	-$33	2	Central	1751	$207	Home Office	2017. 11. 27.	Standard Class	Texas	Tables
39%	Furniture	Oakland	United States	JW-15955	Joni Wasserman	0	1	2019. 10. 14.	CA-2019-168837	94601	FUR-FU-10001918	C-Line	C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings	$4	2	West	1752	$9	Consumer	2019. 10. 17.	First Class	California	Furnishings
27%	Office Supplies	San Francisco	United States	VW-21775	Victoria Wilson	0	1	2019. 12. 2.	CA-2019-116715	94122	OFF-ST-10004340	Fellowes	Fellowes Mobile File Cart, Black	$151	9	West	1753	$560	Corporate	2019. 12. 5.	First Class	California	Storage
49%	Office Supplies	San Francisco	United States	VW-21775	Victoria Wilson	0	1	2019. 12. 2.	CA-2019-116715	94122	OFF-PA-10004475	Xerox	Xerox 1940	$54	2	West	1754	$110	Corporate	2019. 12. 5.	First Class	California	Paper
45%	Office Supplies	San Francisco	United States	VW-21775	Victoria Wilson	0	1	2019. 12. 2.	CA-2019-116715	94122	OFF-PA-10003893	Xerox	Xerox 1962	$4	2	West	1755	$9	Corporate	2019. 12. 5.	First Class	California	Paper
36%	Office Supplies	Fort Worth	United States	TT-21460	Tonja Turnell	0.2	1	2017. 12. 8.	CA-2017-135622	76106	OFF-PA-10000100	Xerox	Xerox 1945	$131	11	Central	1756	$361	Home Office	2017. 12. 11.	Second Class	Texas	Paper
9%	Technology	Fort Worth	United States	TT-21460	Tonja Turnell	0.2	1	2017. 12. 8.	CA-2017-135622	76106	TEC-PH-10001817	Other	Wilson Electronics DB Pro Signal Booster	$150	6	Central	1757	$1,718	Home Office	2017. 12. 11.	Second Class	Texas	Phones
-160%	Office Supplies	Houston	United States	SL-20155	Sara Luxemburg	0.8	1	2017. 7. 13.	US-2017-107349	77095	OFF-BI-10001765	Wilson Jones	Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges	-$67	6	Central	1758	$42	Home Office	2017. 7. 15.	First Class	Texas	Binders
16%	Technology	Houston	United States	RM-19375	Raymond Messe	0.2	1	2016. 5. 11.	CA-2016-139017	77095	TEC-AC-10001013	Logitech	Logitech ClearChat Comfort/USB Headset H390	$8	2	Central	1759	$47	Consumer	2016. 5. 17.	Standard Class	Texas	Accessories
25%	Office Supplies	Philadelphia	United States	MB-18085	Mick Brown	0.2	1	2016. 1. 5.	CA-2016-141817	19143	OFF-AR-10003478	Avery	Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack	$5	3	East	1760	$20	Consumer	2016. 1. 12.	Standard Class	Pennsylvania	Art
-1%	Furniture	San Diego	United States	AG-10900	Arthur Gainer	0.15	1	2017. 9. 5.	CA-2017-130785	92105	FUR-BO-10000330	Sauder	Sauder Camden County Barrister Bookcase, Planked Cherry Finish	-$5	4	West	1761	$411	Consumer	2017. 9. 9.	Standard Class	California	Bookcases
34%	Office Supplies	San Diego	United States	AG-10900	Arthur Gainer	0.2	1	2017. 9. 5.	CA-2017-130785	92105	OFF-BI-10001900	DXL	DXL Angle-View Binders with Locking Rings, Black	$10	6	West	1762	$29	Consumer	2017. 9. 9.	Standard Class	California	Binders
-7%	Furniture	San Diego	United States	AG-10900	Arthur Gainer	0.15	1	2017. 9. 5.	CA-2017-130785	92105	FUR-BO-10003159	Sauder	Sauder Camden County Collection Libraries, Planked Cherry Finish	-$21	3	West	1763	$293	Consumer	2017. 9. 9.	Standard Class	California	Bookcases
30%	Office Supplies	Suffolk	United States	ML-17755	Max Ludwig	0	1	2018. 8. 4.	CA-2018-110254	23434	OFF-SU-10002573	Acme	"Acme 10"" Easy Grip Assistive Scissors"	$11	2	South	1764	$35	Home Office	2018. 8. 8.	Standard Class	Virginia	Supplies
46%	Office Supplies	Suffolk	United States	ML-17755	Max Ludwig	0	1	2018. 8. 4.	CA-2018-110254	23434	OFF-LA-10004484	Avery	Avery 476	$2	1	South	1765	$4	Home Office	2018. 8. 8.	Standard Class	Virginia	Labels
42%	Furniture	Suffolk	United States	ML-17755	Max Ludwig	0	1	2018. 8. 4.	CA-2018-110254	23434	FUR-FU-10001591	Advantus	Advantus Panel Wall Certificate Holder - 8.5x11	$46	9	South	1766	$110	Home Office	2018. 8. 8.	Standard Class	Virginia	Furnishings
49%	Office Supplies	Suffolk	United States	ML-17755	Max Ludwig	0	1	2018. 8. 4.	CA-2018-110254	23434	OFF-LA-10002034	Avery	Avery 478	$5	2	South	1767	$10	Home Office	2018. 8. 8.	Standard Class	Virginia	Labels
-77%	Office Supplies	Greensboro	United States	CC-12685	Craig Carroll	0.7	1	2016. 3. 22.	US-2016-158057	27405	OFF-BI-10004410	C-Line	C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack	-$6	4	South	1768	$8	Consumer	2016. 3. 26.	Standard Class	North Carolina	Binders
-77%	Office Supplies	Greensboro	United States	CC-12685	Craig Carroll	0.7	1	2016. 3. 22.	US-2016-158057	27405	OFF-BI-10002735	GBC	GBC Prestige Therm-A-Bind Covers	-$39	5	South	1769	$51	Consumer	2016. 3. 26.	Standard Class	North Carolina	Binders
-20%	Office Supplies	Dallas	United States	SC-20770	Stewart Carmichael	0.2	1	2019. 3. 2.	CA-2019-146024	75081	OFF-SU-10001935	Staple remover	Staple remover	-$1	4	Central	1770	$7	Corporate	2019. 3. 8.	Standard Class	Texas	Supplies
-165%	Office Supplies	Dallas	United States	SC-20770	Stewart Carmichael	0.8	1	2019. 3. 2.	CA-2019-146024	75081	OFF-BI-10003291	Wilson Jones	Wilson Jones Leather-Like Binders with DublLock Round Rings	-$20	7	Central	1771	$12	Corporate	2019. 3. 8.	Standard Class	Texas	Binders
-25%	Office Supplies	Chicago	United States	GG-14650	Greg Guthrie	0.2	1	2018. 11. 27.	CA-2018-129686	60623	OFF-ST-10004337	SAFCO	SAFCO Commercial Wire Shelving, 72h	-$24	2	Central	1772	$98	Corporate	2018. 11. 29.	Second Class	Illinois	Storage
31%	Technology	Chicago	United States	GG-14650	Greg Guthrie	0.2	1	2018. 11. 27.	CA-2018-129686	60623	TEC-AC-10001266	Memorex	Memorex Micro Travel Drive 8 GB	$20	6	Central	1773	$62	Corporate	2018. 11. 29.	Second Class	Illinois	Accessories
45%	Office Supplies	Baltimore	United States	MY-18295	Muhammed Yedwab	0	1	2016. 4. 28.	CA-2016-118976	21215	OFF-BI-10001628	Acco	"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"	$9	2	East	1774	$21	Corporate	2016. 5. 3.	Standard Class	Maryland	Binders
26%	Office Supplies	Baltimore	United States	MY-18295	Muhammed Yedwab	0	1	2016. 4. 28.	CA-2016-118976	21215	OFF-ST-10000877	Other	Recycled Steel Personal File for Standard File Folders	$129	9	East	1775	$498	Corporate	2016. 5. 3.	Standard Class	Maryland	Storage
28%	Office Supplies	Baltimore	United States	MY-18295	Muhammed Yedwab	0	1	2016. 4. 28.	CA-2016-118976	21215	OFF-AR-10004752	Other	Blackstonian Pencils	$1	2	East	1776	$5	Corporate	2016. 5. 3.	Standard Class	Maryland	Art
48%	Office Supplies	Baltimore	United States	MY-18295	Muhammed Yedwab	0	1	2016. 4. 28.	CA-2016-118976	21215	OFF-LA-10000452	Avery	Avery 488	$2	1	East	1777	$3	Corporate	2016. 5. 3.	Standard Class	Maryland	Labels
49%	Office Supplies	Los Angeles	United States	DP-13000	Darren Powers	0	1	2017. 11. 24.	CA-2017-105347	90004	OFF-PA-10000675	Xerox	Xerox 1919	$181	9	West	1778	$369	Consumer	2017. 11. 28.	Standard Class	California	Paper
45%	Office Supplies	Los Angeles	United States	DP-13000	Darren Powers	0	1	2017. 11. 24.	CA-2017-105347	90004	OFF-AR-10003045	Prang	Prang Colored Pencils	$7	5	West	1779	$15	Consumer	2017. 11. 28.	Standard Class	California	Art
25%	Technology	New York City	United States	BD-11770	Bryan Davis	0	1	2018. 11. 11.	CA-2018-124667	10011	TEC-AC-10003447	Other	Micropad Numeric Keypads	$15	3	East	1780	$60	Consumer	2018. 11. 16.	Standard Class	New York	Accessories
25%	Office Supplies	New York City	United States	BD-11770	Bryan Davis	0	1	2018. 11. 11.	CA-2018-124667	10011	OFF-ST-10002276	SAFCO	Safco Steel Mobile File Cart	$21	1	East	1781	$83	Consumer	2018. 11. 16.	Standard Class	New York	Storage
46%	Office Supplies	Franklin	United States	CB-12535	Claudia Bergmann	0	1	2017. 7. 9.	CA-2017-111094	02038	OFF-PA-10001609	TOPS	Tops Wirebound Message Log Books	$3	2	East	1782	$7	Corporate	2017. 7. 13.	Standard Class	Massachusetts	Paper
48%	Office Supplies	Franklin	United States	CB-12535	Claudia Bergmann	0	1	2017. 7. 9.	CA-2017-111094	02038	OFF-BI-10001597	Wilson Jones	"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"	$59	3	East	1783	$123	Corporate	2017. 7. 13.	Standard Class	Massachusetts	Binders
49%	Office Supplies	Milwaukee	United States	JE-15610	Jim Epp	0	1	2019. 9. 22.	CA-2019-166317	53209	OFF-PA-10004475	Xerox	Xerox 1940	$108	4	Central	1784	$220	Corporate	2019. 9. 26.	Standard Class	Wisconsin	Paper
10%	Technology	Milwaukee	United States	JE-15610	Jim Epp	0	1	2019. 9. 22.	CA-2019-166317	53209	TEC-AC-10004510	Logitech	Logitech Desktop MK120 Mouse and keyboard Combo	$10	6	Central	1785	$98	Corporate	2019. 9. 26.	Standard Class	Wisconsin	Accessories
47%	Office Supplies	Milwaukee	United States	JE-15610	Jim Epp	0	1	2019. 9. 22.	CA-2019-166317	53209	OFF-BI-10002976	ACCOHIDE	ACCOHIDE Binder by Acco	$16	8	Central	1786	$33	Corporate	2019. 9. 26.	Standard Class	Wisconsin	Binders
29%	Technology	Milwaukee	United States	JE-15610	Jim Epp	0	1	2019. 9. 22.	CA-2019-166317	53209	TEC-PH-10001615	AT&T	AT&T CL82213	$25	3	Central	1787	$87	Corporate	2019. 9. 26.	Standard Class	Wisconsin	Phones
48%	Technology	Kenosha	United States	RP-19855	Roy Phan	0	1	2017. 2. 15.	CA-2017-154326	53142	TEC-PH-10001819	Other	Innergie mMini Combo Duo USB Travel Charging Kit	$65	3	Central	1788	$135	Corporate	2017. 2. 19.	Standard Class	Wisconsin	Phones
28%	Technology	Kenosha	United States	RP-19855	Roy Phan	0	1	2017. 2. 15.	CA-2017-154326	53142	TEC-PH-10000560	Samsung	Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)	$196	2	Central	1789	$700	Corporate	2017. 2. 19.	Standard Class	Wisconsin	Phones
19%	Technology	Kenosha	United States	RP-19855	Roy Phan	0	1	2017. 2. 15.	CA-2017-154326	53142	TEC-AC-10004568	Maxell	Maxell LTO Ultrium - 800 GB	$27	5	Central	1790	$140	Corporate	2017. 2. 19.	Standard Class	Wisconsin	Accessories
50%	Office Supplies	New York City	United States	RA-19915	Russell Applegate	0	1	2016. 9. 30.	CA-2016-102008	10011	OFF-PA-10004092	Other	Tops Green Bar Computer Printout Paper	$24	1	East	1791	$49	Consumer	2016. 10. 4.	Standard Class	New York	Paper
24%	Furniture	Madison	United States	RP-19390	Resi Pölking	0	1	2016. 12. 1.	CA-2016-120474	53711	FUR-CH-10001854	Office Star	Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat	$674	8	Central	1792	$2,808	Consumer	2016. 12. 3.	First Class	Wisconsin	Chairs
27%	Office Supplies	Madison	United States	RP-19390	Resi Pölking	0	1	2016. 12. 1.	CA-2016-120474	53711	OFF-AR-10000475	Hunt	Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black	$13	4	Central	1793	$47	Consumer	2016. 12. 3.	First Class	Wisconsin	Art
10%	Office Supplies	Houston	United States	TB-21175	Thomas Boland	0.2	1	2016. 12. 8.	CA-2016-104773	77041	OFF-ST-10000777	Other	Companion Letter/Legal File, Black	$6	2	Central	1794	$60	Corporate	2016. 12. 13.	Standard Class	Texas	Storage
25%	Office Supplies	Olathe	United States	BE-11455	Brad Eason	0	1	2018. 9. 5.	CA-2018-140774	66062	OFF-AR-10004022	Panasonic	Panasonic KP-380BK Classic Electric Pencil Sharpener	$27	3	Central	1795	$108	Home Office	2018. 9. 10.	Standard Class	Kansas	Art
26%	Office Supplies	New York City	United States	MR-17545	Mathew Reese	0	1	2019. 8. 27.	US-2019-139465	10024	OFF-ST-10002352	Iris	Iris Project Case	$17	8	East	1796	$64	Home Office	2019. 8. 30.	First Class	New York	Storage
29%	Technology	New York City	United States	MR-17545	Mathew Reese	0	1	2019. 8. 27.	US-2019-139465	10024	TEC-PH-10000455	Other	GE 30522EE2	$101	3	East	1797	$348	Home Office	2019. 8. 30.	First Class	New York	Phones
31%	Office Supplies	New York City	United States	MR-17545	Mathew Reese	0.2	1	2019. 8. 27.	US-2019-139465	10024	OFF-BI-10003910	DXL	DXL Angle-View Binders with Locking Rings by Samsill	$12	6	East	1798	$37	Home Office	2019. 8. 30.	First Class	New York	Binders
34%	Furniture	San Jose	United States	RM-19375	Raymond Messe	0	1	2018. 7. 7.	CA-2018-100965	95123	FUR-FU-10003039	Howard Miller	"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"	$73	5	West	1799	$216	Consumer	2018. 7. 11.	Standard Class	California	Furnishings
33%	Office Supplies	Dallas	United States	JF-15565	Jill Fjeld	0.2	1	2018. 8. 8.	CA-2018-121034	75081	OFF-FA-10000585	Other	OIC Bulk Pack Metal Binder Clips	$4	4	Central	1800	$11	Consumer	2018. 8. 10.	Second Class	Texas	Fasteners
33%	Office Supplies	Dallas	United States	JF-15565	Jill Fjeld	0.2	1	2018. 8. 8.	CA-2018-121034	75081	OFF-PA-10001994	Other	"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size"	$18	3	Central	1801	$54	Consumer	2018. 8. 10.	Second Class	Texas	Paper
36%	Furniture	Auburn	United States	AS-10135	Adrian Shami	0	1	2018. 11. 13.	CA-2018-149461	98002	FUR-FU-10004270	Eldon	Eldon Image Series Desk Accessories, Burgundy	$2	1	West	1802	$4	Home Office	2018. 11. 19.	Standard Class	Washington	Furnishings
-77%	Office Supplies	Philadelphia	United States	JA-15970	Joseph Airdo	0.7	1	2019. 9. 22.	CA-2019-158379	19134	OFF-BI-10002498	Other	Clear Mylar Reinforcing Strips	-$4	1	East	1803	$6	Consumer	2019. 9. 26.	Second Class	Pennsylvania	Binders
-23%	Office Supplies	Philadelphia	United States	JA-15970	Joseph Airdo	0.2	1	2019. 9. 22.	CA-2019-158379	19134	OFF-SU-10002881	Martin-Yale	Martin Yale Chadless Opener Electric Letter Opener	-$1,049	7	East	1804	$4,664	Consumer	2019. 9. 26.	Second Class	Pennsylvania	Supplies
29%	Technology	Philadelphia	United States	JA-15970	Joseph Airdo	0.2	1	2019. 9. 22.	CA-2019-158379	19134	TEC-AC-10002926	Logitech	Logitech Wireless Marathon Mouse M705	$23	2	East	1805	$80	Consumer	2019. 9. 26.	Second Class	Pennsylvania	Accessories
10%	Technology	Los Angeles	United States	GK-14620	Grace Kelly	0.2	1	2018. 12. 25.	US-2018-116729	90049	TEC-PH-10002200	Samsung	Samsung Galaxy Note 2	$258	7	West	1806	$2,576	Corporate	2018. 12. 28.	First Class	California	Phones
48%	Office Supplies	Los Angeles	United States	GK-14620	Grace Kelly	0	1	2018. 12. 25.	US-2018-116729	90049	OFF-PA-10002005	Xerox	Xerox 225	$22	7	West	1807	$45	Corporate	2018. 12. 28.	First Class	California	Paper
30%	Technology	Los Angeles	United States	GK-14620	Grace Kelly	0	1	2018. 12. 25.	US-2018-116729	90049	TEC-AC-10001465	SanDisk	SanDisk Cruzer 64 GB USB Flash Drive	$76	7	West	1808	$254	Corporate	2018. 12. 28.	First Class	California	Accessories
1%	Technology	Tulsa	United States	PB-19210	Phillip Breyer	0	1	2018. 2. 11.	CA-2018-164938	74133	TEC-PH-10004897	Other	Mediabridge Sport Armband iPhone 5s	$1	7	Central	1809	$70	Corporate	2018. 2. 13.	First Class	Oklahoma	Phones
-75%	Furniture	Chicago	United States	HK-14890	Heather Kirkland	0.6	1	2018. 10. 23.	CA-2018-165484	60610	FUR-FU-10001196	DAX	DAX Cubicle Frames - 8x10	-$12	7	Central	1810	$16	Corporate	2018. 10. 29.	Standard Class	Illinois	Furnishings
33%	Office Supplies	Chicago	United States	HK-14890	Heather Kirkland	0.2	1	2018. 10. 23.	CA-2018-165484	60610	OFF-PA-10000595	Xerox	Xerox 1929	$18	3	Central	1811	$55	Corporate	2018. 10. 29.	Standard Class	Illinois	Paper
17%	Furniture	Harrisonburg	United States	FO-14305	Frank Olsen	0	1	2016. 6. 9.	CA-2016-132612	22801	FUR-TA-10004534	Bevis	Bevis 44 x 96 Conference Tables	$245	7	South	1812	$1,441	Consumer	2016. 6. 11.	Second Class	Virginia	Tables
36%	Furniture	Newark	United States	BT-11680	Brian Thompson	0.2	1	2019. 11. 20.	US-2019-161193	43055	FUR-FU-10001861	Other	Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts	$28	5	East	1813	$78	Consumer	2019. 11. 26.	Standard Class	Ohio	Furnishings
34%	Furniture	Newark	United States	BT-11680	Brian Thompson	0.2	1	2019. 11. 20.	US-2019-161193	43055	FUR-FU-10000206	GE	GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs	$2	2	East	1814	$5	Consumer	2019. 11. 26.	Standard Class	Ohio	Furnishings
-5%	Furniture	Los Angeles	United States	SP-20620	Stefania Perrino	0.2	1	2017. 9. 14.	CA-2017-131597	90045	FUR-TA-10002607	KI	KI Conference Tables	-$9	3	West	1815	$170	Corporate	2017. 9. 18.	Standard Class	California	Tables
47%	Office Supplies	Seattle	United States	LL-16840	Lauren Leatherbury	0	1	2017. 6. 4.	CA-2017-164833	98105	OFF-LA-10000443	Avery	Avery 501	$3	2	West	1816	$7	Consumer	2017. 6. 4.	Same Day	Washington	Labels
33%	Office Supplies	Seattle	United States	LL-16840	Lauren Leatherbury	0	1	2017. 6. 4.	CA-2017-164833	98105	OFF-AR-10004685	Binney & Smith	Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set	$3	2	West	1817	$9	Consumer	2017. 6. 4.	Same Day	Washington	Art
46%	Office Supplies	Los Angeles	United States	MC-17575	Matt Collins	0	1	2017. 12. 13.	CA-2017-125423	90036	OFF-LA-10001771	Avery	Avery 513	$5	2	West	1818	$10	Consumer	2017. 12. 15.	Second Class	California	Labels
-220%	Office Supplies	Chicago	United States	JL-15235	Janet Lee	0.8	1	2016. 5. 25.	US-2016-130379	60623	OFF-AP-10001394	Harmony	Harmony Air Purifier	-$166	2	Central	1819	$76	Consumer	2016. 5. 29.	Standard Class	Illinois	Appliances
-83%	Furniture	Chicago	United States	JL-15235	Janet Lee	0.6	1	2016. 5. 25.	US-2016-130379	60623	FUR-FU-10002553	Electrix	Electrix Incandescent Magnifying Lamp, Black	-$24	2	Central	1820	$29	Consumer	2016. 5. 29.	Standard Class	Illinois	Furnishings
-245%	Office Supplies	Chicago	United States	EA-14035	Erin Ashbrook	0.8	1	2018. 2. 16.	CA-2018-168956	60623	OFF-AP-10004233	Honeywell	Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room	-$226	6	Central	1821	$92	Corporate	2018. 2. 20.	Standard Class	Illinois	Appliances
26%	Office Supplies	Chicago	United States	EA-14035	Erin Ashbrook	0.2	1	2018. 2. 16.	CA-2018-168956	60623	OFF-FA-10000304	Advantus	Advantus Push Pins	$2	4	Central	1822	$7	Corporate	2018. 2. 20.	Standard Class	Illinois	Fasteners
-4%	Furniture	Chicago	United States	EA-14035	Erin Ashbrook	0.3	1	2018. 2. 16.	CA-2018-168956	60623	FUR-CH-10004754	Global	Global Stack Chair with Arms, Black	-$3	3	Central	1823	$63	Corporate	2018. 2. 20.	Standard Class	Illinois	Chairs
35%	Office Supplies	Chicago	United States	EA-14035	Erin Ashbrook	0.2	1	2018. 2. 16.	CA-2018-168956	60623	OFF-PA-10000809	Xerox	Xerox 206	$2	1	Central	1824	$5	Corporate	2018. 2. 20.	Standard Class	Illinois	Paper
-80%	Office Supplies	Redmond	United States	SA-20830	Sue Ann Reed	0.7	1	2018. 12. 22.	CA-2018-167507	97756	OFF-BI-10003694	Avery	"Avery 3 1/2"" Diskette Storage Pages, 10/Pack"	-$25	10	West	1825	$31	Consumer	2018. 12. 28.	Standard Class	Oregon	Binders
